Id,Account_Type_Description__c,AccountNumber,AccountSource,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Contract_Status__c,Description,Fax,Industry,Jigsaw,JigsawCompanyId,LastActivityDate,Name,NumberOfEmployees,OperatingHoursId,OwnerId,Ownership,ParentId,Payout_Terms__c,Phone,PhotoUrl,Rating,RecordTypeId,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,TickerSymbol,Type,Website
001Ws00003b5HPtIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100517,,,Charlotte,United States,,,,28289,North Carolina,42552 Loeprich Alley,,,,,,,,Danforth Household - 100517,,,005Ws000003miUrIAI,,,,2958120261,/services/images/photo/001Ws00003b5HPtIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPuIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100700,,,Schaumburg,United States,,,,60193,Illinois,312 Nevada Parkway,,,,,,,,Scarsbrooke Household - 100700,,,005Ws000003miUrIAI,,,,3844261544,/services/images/photo/001Ws00003b5HPuIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPvIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100709,,,Beaumont,United States,,,,77705,Texas,90 Sutteridge Court,,,,,,,,Stair Household - 100709,,,005Ws000003miUrIAI,,,,7731514160,/services/images/photo/001Ws00003b5HPvIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPwIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101086,,,Lafayette,United States,,,,70593,Louisiana,28 Mifflin Circle,,,,,,,,Kilgallen Household - 101086,,,005Ws000003miUrIAI,,,,5155011124,/services/images/photo/001Ws00003b5HPwIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPxIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100578,,,Huntington,United States,,,,25775,West Virginia,44522 Meadow Vale Plaza,,,,,,,,Melsome Household - 100578,,,005Ws000003miUrIAI,,,,5182060171,/services/images/photo/001Ws00003b5HPxIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPyIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101094,,,Birmingham,United States,,,,35244,Alabama,8113 Arizona Parkway,,,,,,,,Holsey Household - 101094,,,005Ws000003miUrIAI,,,,4904850771,/services/images/photo/001Ws00003b5HPyIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPzIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101062,,,Bloomington,United States,,,,47405,Indiana,83 Reinke Crossing,,,,,,,,Petricek Household - 101062,,,005Ws000003miUrIAI,,,,4652921554,/services/images/photo/001Ws00003b5HPzIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ0IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100748,,,Memphis,United States,,,,38168,Tennessee,56 School Road,,,,,,,,Havesides Household - 100748,,,005Ws000003miUrIAI,,,,1649599075,/services/images/photo/001Ws00003b5HQ0IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ1IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100976,,,Fort Lauderdale,United States,,,,33330,Florida,0220 Kings Lane,,,,,,,,Shotter Household - 100976,,,005Ws000003miUrIAI,,,,1767412463,/services/images/photo/001Ws00003b5HQ1IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ2IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100517,,,Long Beach,United States,,,,90805,California,847 Melrose Avenue,,,,,,,,Heaselgrave Household - 100517,,,005Ws000003miUrIAI,,,,2512233124,/services/images/photo/001Ws00003b5HQ2IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ3IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100843,,,Indianapolis,United States,,,,46278,Indiana,38725 Stang Court,,,,,,,,Dewes Household - 100843,,,005Ws000003miUrIAI,,,,5407144411,/services/images/photo/001Ws00003b5HQ3IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ4IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100725,,,Phoenix,United States,,,,85053,Arizona,5 New Castle Circle,,,,,,,,Paoloni Household - 100725,,,005Ws000003miUrIAI,,,,6248822602,/services/images/photo/001Ws00003b5HQ4IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ5IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100634,,,Tallahassee,United States,,,,32304,Florida,456 Boyd Circle,,,,,,,,Keese Household - 100634,,,005Ws000003miUrIAI,,,,4406608480,/services/images/photo/001Ws00003b5HQ5IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ6IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101071,,,Las Vegas,United States,,,,89166,Nevada,38 Merrick Alley,,,,,,,,Sheards Household - 101071,,,005Ws000003miUrIAI,,,,6612981834,/services/images/photo/001Ws00003b5HQ6IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ7IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100831,,,Elmira,United States,,,,14905,New York,13 Miller Place,,,,,,,,MacSherry Household - 100831,,,005Ws000003miUrIAI,,,,2693586695,/services/images/photo/001Ws00003b5HQ7IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ8IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100813,,,New Brunswick,United States,,,,8922,New Jersey,36301 Grim Crossing,,,,,,,,Melloy Household - 100813,,,005Ws000003miUrIAI,,,,1138184474,/services/images/photo/001Ws00003b5HQ8IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQ9IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100848,,,Hicksville,United States,,,,11854,New York,2 Truax Hill,,,,,,,,Mackieson Household - 100848,,,005Ws000003miUrIAI,,,,5572930493,/services/images/photo/001Ws00003b5HQ9IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQAIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100591,,,Clearwater,United States,,,,34620,Florida,23438 Forest Park,,,,,,,,Lyste Household - 100591,,,005Ws000003miUrIAI,,,,6449736048,/services/images/photo/001Ws00003b5HQAIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQBIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100813,,,Phoenix,United States,,,,85099,Arizona,09 Westridge Point,,,,,,,,Diche Household - 100813,,,005Ws000003miUrIAI,,,,1969367353,/services/images/photo/001Ws00003b5HQBIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQCIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100762,,,San Diego,United States,,,,92176,California,05269 West Circle,,,,,,,,Adran Household - 100762,,,005Ws000003miUrIAI,,,,9822427708,/services/images/photo/001Ws00003b5HQCIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQDIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100585,,,Baltimore,United States,,,,21229,Maryland,1977 Mayfield Park,,,,,,,,Jendrusch Household - 100585,,,005Ws000003miUrIAI,,,,3317749771,/services/images/photo/001Ws00003b5HQDIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQEIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101012,,,Evansville,United States,,,,47732,Indiana,466 Petterle Crossing,,,,,,,,McGuckin Household - 101012,,,005Ws000003miUrIAI,,,,2473262546,/services/images/photo/001Ws00003b5HQEIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQFIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100742,,,El Paso,United States,,,,79999,Texas,1952 Mayer Junction,,,,,,,,Evins Household - 100742,,,005Ws000003miUrIAI,,,,6961481874,/services/images/photo/001Ws00003b5HQFIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQGIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100917,,,Oklahoma City,United States,,,,73179,Oklahoma,1 Lunder Way,,,,,,,,Railton Household - 100917,,,005Ws000003miUrIAI,,,,1153688974,/services/images/photo/001Ws00003b5HQGIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQHIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100954,,,Waco,United States,,,,76711,Texas,0333 Union Avenue,,,,,,,,Portwain Household - 100954,,,005Ws000003miUrIAI,,,,5313471894,/services/images/photo/001Ws00003b5HQHIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQIIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100519,,,Corona,United States,,,,92878,California,643 Kedzie Point,,,,,,,,Gubbin Household - 100519,,,005Ws000003miUrIAI,,,,1644333571,/services/images/photo/001Ws00003b5HQIIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQJIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100742,,,New Orleans,United States,,,,70116,Louisiana,57 West Court,,,,,,,,Burdell Household - 100742,,,005Ws000003miUrIAI,,,,3571092669,/services/images/photo/001Ws00003b5HQJIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQKIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100537,,,Wilmington,United States,,,,19805,Delaware,04508 Iowa Hill,,,,,,,,Thickin Household - 100537,,,005Ws000003miUrIAI,,,,8524044179,/services/images/photo/001Ws00003b5HQKIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQLIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100963,,,Honolulu,United States,,,,96805,Hawaii,0224 2nd Street,,,,,,,,Finessy Household - 100963,,,005Ws000003miUrIAI,,,,9884108681,/services/images/photo/001Ws00003b5HQLIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQMIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100512,,,New York City,United States,,,,10004,New York,40799 Melvin Pass,,,,,,,,Potkins Household - 100512,,,005Ws000003miUrIAI,,,,7418100617,/services/images/photo/001Ws00003b5HQMIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQNIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100756,,,Savannah,United States,,,,31416,Georgia,87 Judy Center,,,,,,,,Cornill Household - 100756,,,005Ws000003miUrIAI,,,,4406418793,/services/images/photo/001Ws00003b5HQNIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQOIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100516,,,Lexington,United States,,,,40515,Kentucky,805 Brown Alley,,,,,,,,Coath Household - 100516,,,005Ws000003miUrIAI,,,,4563765352,/services/images/photo/001Ws00003b5HQOIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQPIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100780,,,Pittsburgh,United States,,,,15255,Pennsylvania,18 Dakota Alley,,,,,,,,Marquis Household - 100780,,,005Ws000003miUrIAI,,,,6989864599,/services/images/photo/001Ws00003b5HQPIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQQIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100693,,,Saint Louis,United States,,,,63150,Missouri,73 Sunbrook Lane,,,,,,,,Atkyns Household - 100693,,,005Ws000003miUrIAI,,,,6569232001,/services/images/photo/001Ws00003b5HQQIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQRIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100733,,,El Paso,United States,,,,88525,Texas,207 Saint Paul Place,,,,,,,,Sellack Household - 100733,,,005Ws000003miUrIAI,,,,1785055023,/services/images/photo/001Ws00003b5HQRIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQSIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100881,,,Buffalo,United States,,,,14276,New York,50608 Autumn Leaf Road,,,,,,,,Chislett Household - 100881,,,005Ws000003miUrIAI,,,,9353339421,/services/images/photo/001Ws00003b5HQSIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQTIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100738,,,Beaverton,United States,,,,97075,Oregon,99 Jenifer Way,,,,,,,,Pavlata Household - 100738,,,005Ws000003miUrIAI,,,,8743994993,/services/images/photo/001Ws00003b5HQTIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQUIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100635,,,Minneapolis,United States,,,,55480,Minnesota,8136 Dayton Circle,,,,,,,,Mourgue Household - 100635,,,005Ws000003miUrIAI,,,,3481649465,/services/images/photo/001Ws00003b5HQUIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQVIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100664,,,Cincinnati,United States,,,,45208,Ohio,0 Haas Way,,,,,,,,Bouldon Household - 100664,,,005Ws000003miUrIAI,,,,1311154315,/services/images/photo/001Ws00003b5HQVIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQWIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100552,,,Kansas City,United States,,,,66112,Kansas,55535 Browning Trail,,,,,,,,Velden Household - 100552,,,005Ws000003miUrIAI,,,,6767467624,/services/images/photo/001Ws00003b5HQWIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQXIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100758,,,Madison,United States,,,,53710,Wisconsin,1 Granby Center,,,,,,,,MacShane Household - 100758,,,005Ws000003miUrIAI,,,,2568972917,/services/images/photo/001Ws00003b5HQXIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQYIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101040,,,Maple Plain,United States,,,,55579,Minnesota,78090 Golf Course Circle,,,,,,,,Westgarth Household - 101040,,,005Ws000003miUrIAI,,,,3201339248,/services/images/photo/001Ws00003b5HQYIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQZIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100691,,,Houston,United States,,,,77075,Texas,6 Bowman Terrace,,,,,,,,Carstairs Household - 100691,,,005Ws000003miUrIAI,,,,7595366129,/services/images/photo/001Ws00003b5HQZIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQaIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100878,,,Albany,United States,,,,31704,Georgia,7379 Morningstar Hill,,,,,,,,Colleymore Household - 100878,,,005Ws000003miUrIAI,,,,4981144431,/services/images/photo/001Ws00003b5HQaIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQbIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100888,,,Dallas,United States,,,,75260,Texas,86 Mendota Road,,,,,,,,Richfield Household - 100888,,,005Ws000003miUrIAI,,,,2445393771,/services/images/photo/001Ws00003b5HQbIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQcIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100858,,,New York City,United States,,,,10170,New York,82628 Aberg Point,,,,,,,,De Mattia Household - 100858,,,005Ws000003miUrIAI,,,,7431375738,/services/images/photo/001Ws00003b5HQcIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQdIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100973,,,Columbia,United States,,,,65211,Missouri,31 Anniversary Way,,,,,,,,Tungay Household - 100973,,,005Ws000003miUrIAI,,,,9419351810,/services/images/photo/001Ws00003b5HQdIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQeIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101028,,,Saginaw,United States,,,,48604,Michigan,0 Blackbird Street,,,,,,,,Fairleigh Household - 101028,,,005Ws000003miUrIAI,,,,6236878963,/services/images/photo/001Ws00003b5HQeIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQfIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100880,,,Memphis,United States,,,,38150,Tennessee,6 Hooker Lane,,,,,,,,Hindes Household - 100880,,,005Ws000003miUrIAI,,,,8101065227,/services/images/photo/001Ws00003b5HQfIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQgIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100619,,,Lynn,United States,,,,1905,Massachusetts,70496 Orin Junction,,,,,,,,Boniface Household - 100619,,,005Ws000003miUrIAI,,,,5769004461,/services/images/photo/001Ws00003b5HQgIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQhIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100610,,,Reston,United States,,,,20195,Virginia,448 Corscot Court,,,,,,,,Clemendot Household - 100610,,,005Ws000003miUrIAI,,,,3862191568,/services/images/photo/001Ws00003b5HQhIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQiIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101068,,,Torrance,United States,,,,90505,California,4 John Wall Terrace,,,,,,,,Walkden Household - 101068,,,005Ws000003miUrIAI,,,,9536085377,/services/images/photo/001Ws00003b5HQiIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQjIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101093,,,Van Nuys,United States,,,,91406,California,3 Upham Circle,,,,,,,,Leeder Household - 101093,,,005Ws000003miUrIAI,,,,4939639737,/services/images/photo/001Ws00003b5HQjIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQkIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101081,,,Newton,United States,,,,2162,Massachusetts,6 Summer Ridge Park,,,,,,,,Lisciandri Household - 101081,,,005Ws000003miUrIAI,,,,1306257123,/services/images/photo/001Ws00003b5HQkIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQlIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100720,,,Tallahassee,United States,,,,32309,Florida,2422 Dovetail Pass,,,,,,,,Dabinett Household - 100720,,,005Ws000003miUrIAI,,,,8969602534,/services/images/photo/001Ws00003b5HQlIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQmIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101050,,,New Haven,United States,,,,6520,Connecticut,634 Iowa Avenue,,,,,,,,Oakland Household - 101050,,,005Ws000003miUrIAI,,,,7035668085,/services/images/photo/001Ws00003b5HQmIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQnIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100940,,,Jacksonville,United States,,,,32230,Florida,53237 Muir Drive,,,,,,,,Heyworth Household - 100940,,,005Ws000003miUrIAI,,,,9726305657,/services/images/photo/001Ws00003b5HQnIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQoIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100841,,,San Francisco,United States,,,,94110,California,122 Truax Parkway,,,,,,,,Walden Household - 100841,,,005Ws000003miUrIAI,,,,6499593190,/services/images/photo/001Ws00003b5HQoIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQpIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100823,,,Saint Louis,United States,,,,63150,Missouri,2 Steensland Pass,,,,,,,,Groombridge Household - 100823,,,005Ws000003miUrIAI,,,,5547686307,/services/images/photo/001Ws00003b5HQpIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQqIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100734,,,Buffalo,United States,,,,14205,New York,307 Golf View Parkway,,,,,,,,Kluger Household - 100734,,,005Ws000003miUrIAI,,,,9458115486,/services/images/photo/001Ws00003b5HQqIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQrIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100638,,,Farmington,United States,,,,48335,Michigan,481 Forest Dale Street,,,,,,,,Valentine Household - 100638,,,005Ws000003miUrIAI,,,,9339369652,/services/images/photo/001Ws00003b5HQrIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQsIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101088,,,Miami Beach,United States,,,,33141,Florida,10 Daystar Hill,,,,,,,,Verden Household - 101088,,,005Ws000003miUrIAI,,,,6847084135,/services/images/photo/001Ws00003b5HQsIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQtIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100796,,,Phoenix,United States,,,,85062,Arizona,18614 Luster Lane,,,,,,,,Kitlee Household - 100796,,,005Ws000003miUrIAI,,,,6293800026,/services/images/photo/001Ws00003b5HQtIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQuIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101052,,,Columbus,United States,,,,43240,Ohio,9 Eggendart Pass,,,,,,,,Hadland Household - 101052,,,005Ws000003miUrIAI,,,,1134306841,/services/images/photo/001Ws00003b5HQuIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQvIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100931,,,Milwaukee,United States,,,,53277,Wisconsin,6495 Banding Parkway,,,,,,,,Pimmocke Household - 100931,,,005Ws000003miUrIAI,,,,1717163685,/services/images/photo/001Ws00003b5HQvIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQwIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100959,,,Mobile,United States,,,,36641,Alabama,4665 Northwestern Road,,,,,,,,Harriman Household - 100959,,,005Ws000003miUrIAI,,,,4318519962,/services/images/photo/001Ws00003b5HQwIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HQxIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100633,,,Milwaukee,United States,,,,53285,Wisconsin,83425 Farmco Point,,,,,,,,Booth Household - 100633,,,005Ws000003miUrIAI,,,,2867573304,/services/images/photo/001Ws00003b5HQxIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5Hz4IAE,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,,,,Dallas,United States,,,,75204,TX,3227 McKinney Avenue,,,,,,,,Morgan Household - 10039847,,,005Ws000003miUrIAI,,,,,/services/images/photo/001Ws00003b5Hz4IAE,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003baklWIAQ,Other,,,,,,,,,,,,,,,,,,,Sample Account for Entitlements,,,005Ws000003miWTIAY,,,,,/services/images/photo/001Ws00003baklWIAQ,,,,,,,,,,,,,,,,
